温度，oC,频率，Hz,磁芯损耗，w/m3,max_value,励磁波形
70,79460,260774.9502,0.191649991,正弦波
70,99950,466.5996296,0.01564148,正弦波
70,99950,1515.390945,0.024688746,正弦波
70,99950,2674.931743,0.030754031,正弦波
70,99950,8854.433309,0.048869734,正弦波
70,99950,57345.63875,0.098220237,正弦波
70,99950,107839.5756,0.12306031,正弦波
70,99950,194383.5983,0.152523573,正弦波
70,99950,371763.451,0.193656475,正弦波
70,99950,650671.877,0.237745531,正弦波
70,125860,875.5880624,0.017643052,正弦波
70,125850,1170.49794,0.019503795,正弦波
70,125860,2076.130554,0.024562296,正弦波
70,125860,6812.387537,0.038897968,正弦波
70,125860,12328.87209,0.048743085,正弦波
70,125860,22497.26788,0.061501433,正弦波
70,125860,43359.72613,0.078030311,正弦波
70,125850,82949.02401,0.098102822,正弦波
70,125860,282863.8106,0.15403014,正弦波
70,158500,819.0847142,0.014485333,正弦波
70,158510,1749.136467,0.019382121,正弦波
70,158500,3173.867056,0.024717888,正弦波
70,158500,5629.563989,0.030923125,正弦波
70,158500,10178.68949,0.038832218,正弦波
70,158500,34622.17143,0.06207727,正弦波
70,158500,118547.7724,0.09672353,正弦波
70,158500,223884.3837,0.122654335,正弦波
70,158510,416075.229,0.153307371,正弦波
70,199500,845.8285981,0.011776774,正弦波
70,199500,965.2651375,0.012293926,正弦波
70,199500,2984.15003,0.019626756,正弦波
70,199500,5178.03401,0.024546886,正弦波
70,199500,8992.402185,0.030781407,正弦波
70,199500,16335.92962,0.038891023,正弦波
70,199500,30143.13651,0.049308286,正弦波
70,199500,55545.23637,0.061809429,正弦波
70,199500,99419.006,0.0770087,正弦波
70,199500,185886.9937,0.097517877,正弦波
70,251170,1689.666075,0.011925153,正弦波
70,251170,3113.265553,0.015541728,正弦波
70,251170,5286.18191,0.019509571,正弦波
70,251170,9006.309888,0.024444309,正弦波
70,251170,15670.60744,0.030853106,正弦波
70,251170,51496.48439,0.049239416,正弦波
70,251170,87728.25787,0.061096316,正弦波
70,251170,161416.0037,0.07732854,正弦波
70,251170,299434.3485,0.097523752,正弦波
70,316230,3366.422404,0.012068099,正弦波
70,316230,3562.445995,0.012377994,正弦波
70,316230,5848.924389,0.015470856,正弦波
70,316230,9841.60037,0.019512346,正弦波
70,316230,28387.61756,0.031088191,正弦波
70,316230,50009.18345,0.039028943,正弦波
70,316230,84923.8096,0.048691229,正弦波
70,316230,268403.5858,0.077209736,正弦波
70,398100,6506.290128,0.01215231,正弦波
70,398100,6755.834073,0.012347956,正弦波
70,398100,10893.46835,0.015451586,正弦波
70,398100,18264.23487,0.019581928,正弦波
70,398100,30356.10237,0.024715136,正弦波
70,398100,51244.91784,0.031056373,正弦波
70,398100,84976.52567,0.038733361,正弦波
70,398100,146704.8496,0.04898394,正弦波
70,501180,11869.47753,0.012129763,正弦波
70,501180,12209.86289,0.01228793,正弦波
70,501180,32939.63111,0.019649573,正弦波
70,501180,87163.9296,0.030714156,正弦波
70,501180,148727.985,0.039023541,正弦波
90,50030,701.4324123,0.030271415,正弦波
90,50030,1338.163812,0.038973024,正弦波
90,50020,2450.09456,0.048859755,正弦波
90,50020,4647.378561,0.061626831,正弦波
90,50020,18126.24332,0.09757888,正弦波
90,50020,36961.62538,0.122633548,正弦波
90,50020,73706.45673,0.153374248,正弦波
90,50020,265031.4113,0.242623989,正弦波
90,63020,580.6919898,0.024288465,正弦波
90,63020,1989.758485,0.038676305,正弦波
90,63020,3479.194081,0.048641,正弦波
90,63020,6705.048145,0.061990545,正弦波
90,63020,12694.47239,0.077143254,正弦波
90,63020,51020.49445,0.121973865,正弦波
90,63020,105319.2465,0.155000458,正弦波
90,63030,201898.0271,0.194593905,正弦波
90,63020,357736.455,0.240906024,正弦波
90,79470,415.6131139,0.018998638,正弦波
90,79470,743.7463851,0.024398306,正弦波
90,79460,1417.985444,0.030762607,正弦波
90,79460,4712.875294,0.049131627,正弦波
90,79460,8767.747571,0.061499058,正弦波
90,79460,34018.45563,0.09665359,正弦波
90,79460,144469.8836,0.15483687,正弦波
90,79460,494215.9412,0.241304883,正弦波
90,99950,1962.9699,0.030696836,正弦波
90,99950,6408.739313,0.048826172,正弦波
90,99950,12094.09514,0.06107585,正弦波
90,99950,48650.94962,0.097146722,正弦波
90,99950,100506.4583,0.122744381,正弦波
90,99950,377678.9606,0.193578617,正弦波
90,99950,663683.0988,0.237689608,正弦波
90,125850,3081.944275,0.03108877,正弦波
90,125860,5316.957519,0.038659996,正弦波
90,125850,18547.91413,0.061569648,正弦波
90,125860,36896.2378,0.077781555,正弦波
90,125860,139851.241,0.121211848,正弦波
90,125860,281511.9266,0.15407658,正弦波
90,125850,518436.7953,0.190069745,正弦波
90,158500,1010.813072,0.015445508,正弦波
90,158500,1699.527739,0.019414364,正弦波
90,158510,2925.049299,0.024558422,正弦波
90,158510,5073.617146,0.030973505,正弦波
90,158500,8993.586829,0.038895244,正弦波
90,158500,15940.69031,0.048962403,正弦波
90,158500,30239.75548,0.06177665,正弦波
90,158500,60381.065,0.077945687,正弦波
90,158500,109805.4948,0.096315388,正弦波
90,158500,218571.6566,0.12289128,正弦波
90,158500,408977.4519,0.152311074,正弦波
90,199500,973.9304555,0.011578665,正弦波
90,199500,1152.814148,0.012314271,正弦波
90,199500,1884.6569,0.015446559,正弦波
90,199500,3227.478987,0.019597503,正弦波
90,199500,5274.852297,0.024549434,正弦波
90,199500,27979.59227,0.049289261,正弦波
90,199500,94737.13736,0.076899306,正弦波
90,199510,335660.579,0.121756288,正弦波
90,251170,2005.679819,0.01173585,正弦波
90,251170,5968.936122,0.019547072,正弦波
90,251170,9686.389671,0.024464379,正弦波
90,251170,16400.899,0.03086697,正弦波
90,251170,28529.01991,0.03916117,正弦波
90,251170,51361.98421,0.049234231,正弦波
90,251170,162505.6689,0.077902286,正弦波
90,316230,10690.36702,0.019407328,正弦波
90,316230,29596.24789,0.031046129,正弦波
90,316230,51608.18338,0.039176876,正弦波
90,316230,85729.36857,0.048631548,正弦波
90,316230,149814.6126,0.061599137,正弦波
90,316230,267120.5983,0.077142678,正弦波
90,398100,7496.916937,0.012371929,正弦波
90,398100,11909.25694,0.015478131,正弦波
90,398100,19364.42723,0.019538082,正弦波
90,398100,53300.57798,0.031127146,正弦波
90,398100,148386.2263,0.048998695,正弦波
90,398100,255726.2607,0.061553057,正弦波
90,501180,21247.21783,0.01553397,正弦波
90,501180,34708.13737,0.019706701,正弦波
90,501180,55993.35379,0.024583357,正弦波
90,501180,150597.9337,0.039030085,正弦波
90,63020,589.8,0.02429,正弦波
90,50030,1364.1,0.03897,正弦波
50,251170,5962.21,0.01947,正弦波
90,316230,4242.17,0.01239,正弦波
25,251170,14701.34,0.02449,正弦波
25,316230,6440.23,0.01548,正弦波
25,99950,4575.14,0.02482,正弦波
25,99950,8433.0,0.03123,正弦波
70,199500,30686.35,0.04931,正弦波
70,158500,228031.96,0.12265,正弦波
25,398100,107991.02,0.03874,正弦波
70,99950,378572.94,0.19366,正弦波
50,501180,11213.42,0.01234,正弦波
25,50020,21880.68,0.06463,正弦波
90,501180,153370.65,0.03903,正弦波
90,316230,30134.39,0.03105,正弦波
50,501180,18591.85,0.01546,正弦波
25,199500,10574.22,0.02465,正弦波
70,50020,1124.9,0.03091,正弦波
90,63020,107211.86,0.155,正弦波
25,199500,5754.54,0.01968,正弦波
50,99950,16040.52,0.04939,正弦波
25,251170,2014.35,0.01145,正弦波
70,158500,19013.9,0.04897,正弦波
50,158500,29245.92,0.04908,正弦波
90,398100,7634.57,0.01237,正弦波
90,398100,151105.98,0.049,正弦波
25,251170,288945.0,0.07801,正弦波
50,50020,110564.15,0.15565,正弦波
50,125860,12045.4,0.03915,正弦波
50,50030,3847.11,0.04,正弦波
90,79460,72266.36,0.1228,正弦波
70,251170,52455.98,0.04924,正弦波
70,63020,346635.83,0.23847,正弦波
70,99950,109803.96,0.12306,正弦波
70,199500,3042.6,0.01963,正弦波
50,125860,640470.79,0.19167,正弦波
25,79460,103881.99,0.09917,正弦波
90,199500,1174.24,0.01231,正弦波
25,99950,15398.34,0.03973,正弦波
25,50020,101520.74,0.12588,正弦波
25,63020,79984.34,0.09964,正弦波
90,50020,18475.27,0.09758,正弦波
50,63030,424315.75,0.24007,正弦波
25,79470,21598.9,0.05063,正弦波
25,50020,3484.68,0.03196,正弦波
90,99950,3724.85,0.039,正弦波
90,79460,8920.76,0.0615,正弦波
90,125860,37533.85,0.07778,正弦波
25,63020,5234.05,0.0318,正弦波
70,199500,860.95,0.01178,正弦波
50,398100,5648.08,0.01217,正弦波
90,158500,222583.08,0.12289,正弦波
50,63020,148956.65,0.1563,正弦波
50,63020,5499.42,0.03948,正弦波
90,50020,4724.62,0.06163,正弦波
25,63020,28910.91,0.06388,正弦波
90,50020,151573.62,0.19535,正弦波
70,251170,304902.62,0.09752,正弦波
70,158500,10370.3,0.03883,正弦波
70,99950,9015.97,0.04887,正弦波
70,79460,491341.03,0.24136,正弦波
70,398100,149398.61,0.04898,正弦波
90,99950,12298.52,0.06108,正弦波
50,251170,1722.57,0.01185,正弦波
50,99950,28045.2,0.06184,正弦波
70,63020,5198.43,0.04898,正弦波
90,398100,32642.81,0.02478,正弦波
50,125850,1368.74,0.01716,正弦波
70,316230,273279.81,0.07721,正弦波
25,158500,1462.21,0.01347,正弦波
25,158500,4119.08,0.01953,正弦波
25,125860,304346.42,0.1234,正弦波
50,158500,54295.99,0.06236,正弦波
50,199500,3961.43,0.01966,正弦波
50,251170,19508.83,0.03093,正弦波
25,125860,11108.17,0.03132,正弦波
25,50020,62308.09,0.1009,正弦波
50,79470,3875.1,0.03118,正弦波
25,251170,4409.77,0.01558,正弦波
70,501180,88759.03,0.03071,正弦波
70,316230,86471.48,0.04869,正弦波
50,316230,3255.58,0.01241,正弦波
90,50020,2496.87,0.04886,正弦波
50,125860,206897.11,0.12177,正弦波
25,158500,151066.13,0.07893,正弦波
50,79460,115780.63,0.1245,正弦波
70,79460,21996.08,0.07721,正弦波
50,398100,17064.92,0.01946,正弦波
70,199500,348034.41,0.12205,正弦波
70,50020,645.8,0.02489,正弦波
50,99950,473753.7,0.19503,正弦波
50,158500,99502.14,0.07841,正弦波
90,99950,1129.55,0.02448,正弦波
70,501180,33546.22,0.01965,正弦波
25,316230,237364.97,0.06182,正弦波
25,50020,6899.22,0.04142,正弦波
50,99950,1476.15,0.01978,正弦波
25,158500,46900.58,0.04927,正弦波
70,63020,840.85,0.02447,正弦波
70,79470,149241.26,0.15505,正弦波
90,316230,10892.76,0.01941,正弦波
50,251170,35923.22,0.03917,正弦波
90,99950,193035.73,0.15185,正弦波
90,125860,1709.55,0.02439,正弦波
90,251170,2289.86,0.01238,正弦波
50,316230,325245.35,0.07731,正弦波
50,99950,9168.95,0.03932,正弦波
25,398100,197062.13,0.04898,正弦波
25,79470,1946.98,0.01988,正弦波
50,99950,773.43,0.01551,正弦波
25,99950,232432.01,0.12509,正弦波
70,501180,12088.52,0.01213,正弦波
70,158500,35255.93,0.06208,正弦波
70,63020,1618.3,0.03135,正弦波
70,125860,2114.15,0.02456,正弦波
50,99950,261886.44,0.15307,正弦波
25,125860,3117.87,0.01965,正弦波
25,63020,131741.28,0.12516,正弦波
25,99950,80858.53,0.07852,正弦波
70,99950,30284.72,0.07735,正弦波
25,158500,246661.62,0.09772,正弦波
25,316230,422109.92,0.07764,正弦波
50,50020,6979.24,0.05022,正弦波
50,79460,335335.55,0.1926,正弦波
50,63020,3001.34,0.03142,正弦波
70,125860,288020.11,0.15403,正弦波
70,316230,28910.58,0.03109,正弦波
25,316230,21395.42,0.02453,正弦波
50,251170,3390.28,0.01562,正弦波
70,79470,613.74,0.01941,正弦波
25,501180,308100.86,0.04879,正弦波
50,63020,49942.08,0.09887,正弦波
90,125850,9601.75,0.04848,正弦波
90,50020,75080.87,0.15337,正弦波
90,251170,29058.75,0.03916,正弦波
25,158500,2228.33,0.01551,正弦波
25,199510,201548.74,0.07767,正弦波
25,125850,186275.7,0.09919,正弦波
25,251170,50180.05,0.03927,正弦波
70,125860,22906.67,0.0615,正弦波
25,251170,162124.63,0.06157,正弦波
25,158510,7959.15,0.02482,正弦波
70,125850,84510.02,0.0981,正弦波
70,63020,2926.02,0.03901,正弦波
70,199500,9161.12,0.03078,正弦波
90,398100,12128.3,0.01548,正弦波
70,63020,57604.44,0.1228,正弦波
70,251170,1874.3,0.01237,正弦波
70,50020,3784.87,0.04961,正弦波
70,125860,149709.73,0.12121,正弦波
90,125860,1014.93,0.01948,正弦波
90,99950,384687.88,0.19358,正弦波
50,199500,42785.49,0.04938,正弦波
25,63020,9474.04,0.0401,正弦波
25,50020,2388.93,0.02747,正弦波
50,99950,89723.15,0.0989,正弦波
90,79460,1447.81,0.03076,正弦波
25,50020,3427.045851,0.032019238,正弦波
25,50020,6772.981613,0.041423011,正弦波
25,50020,21492.76309,0.064633354,正弦波
25,50020,38218.80664,0.08287089,正弦波
25,50020,61176.08746,0.100901297,正弦波
25,50020,99679.89972,0.127124057,正弦波
25,50020,161658.0093,0.156891859,正弦波
25,63020,5137.739583,0.032026025,正弦波
25,63020,9298.995381,0.0401012,正弦波
25,63020,15988.05067,0.050566415,正弦波
25,63020,48104.4261,0.080796022,正弦波
25,63020,129295.5572,0.126911143,正弦波
25,63020,214383.5098,0.157293626,正弦波
25,63020,348278.3422,0.199889558,正弦波
25,79470,3544.608535,0.025242791,正弦波
25,79460,11465.36178,0.039700074,正弦波
25,79470,21196.39962,0.050634777,正弦波
25,79460,36044.49331,0.063462588,正弦波
25,79470,60921.92187,0.078925504,正弦波
25,79460,101976.0525,0.100203341,正弦波
25,79460,172994.4477,0.125795054,正弦波
25,79470,285472.0473,0.159986807,正弦波
25,99950,1214.04695,0.015657653,正弦波
25,99950,8284.886668,0.031347608,正弦波
25,99950,15119.1281,0.039734279,正弦波
25,99950,46050.10416,0.062427967,正弦波
25,99950,79346.66365,0.079165063,正弦波
25,99950,137089.034,0.099794662,正弦波
25,99950,228177.1425,0.126577644,正弦波
25,99950,360819.8648,0.153529934,正弦波
25,99950,619314.8035,0.198788175,正弦波
25,125860,1683.558211,0.016008521,正弦波
25,125860,3062.808309,0.019650197,正弦波
25,125860,5734.331894,0.024663022,正弦波
25,125860,10913.69638,0.031320076,正弦波
25,125860,60739.63926,0.062449428,正弦波
25,125860,108135.2586,0.079200384,正弦波
25,125850,182863.1338,0.099757509,正弦波
25,125860,298847.0769,0.123402255,正弦波
25,125860,510142.7388,0.158115531,正弦波
25,125860,823601.9914,0.192598755,正弦波
25,158500,4047.27385,0.01954116,正弦波
25,158510,7814.301848,0.024824795,正弦波
25,158500,25500.82287,0.039087333,正弦波
25,158500,46047.85822,0.049428226,正弦波
25,158500,83036.33958,0.062467448,正弦波
25,158500,242154.7476,0.097715902,正弦波
25,158500,421562.2166,0.12567476,正弦波
25,158500,689469.0142,0.15418324,正弦波
25,199510,1221.473797,0.011145216,正弦波
25,199500,1636.194271,0.012334035,正弦波
25,199500,2972.970972,0.015426264,正弦波
25,199500,5653.062336,0.019678235,正弦波
25,199500,10372.67816,0.024681545,正弦波
25,199500,19212.68477,0.031017084,正弦波
25,199500,64175.38504,0.049616473,正弦波
25,199500,116460.6064,0.062656905,正弦波
25,199510,197878.4305,0.077666756,正弦波
25,199500,345311.0847,0.099194657,正弦波
25,199510,576464.2078,0.122656532,正弦波
25,251170,1977.066045,0.011457936,正弦波
25,251170,4331.553225,0.015591671,正弦波
25,251170,14443.52385,0.024521895,正弦波
25,251170,26883.66111,0.030974735,正弦波
25,251170,91318.66675,0.049385304,正弦波
25,251170,159206.3486,0.061791916,正弦波
25,251170,492122.4794,0.098634276,正弦波
25,316230,3198.557742,0.011731411,正弦波
25,316230,6318.207936,0.015484211,正弦波
25,316230,11527.1385,0.019518243,正弦波
25,316230,21014.88262,0.024534356,正弦波
25,316230,72878.8969,0.039231367,正弦波
25,316230,127678.3676,0.048862098,正弦波
25,316230,233091.8182,0.061823779,正弦波
25,398100,5315.359378,0.0119275,正弦波
25,398100,9898.356101,0.015456497,正弦波
25,398100,17800.25563,0.019500427,正弦波
25,398100,33052.48256,0.024772667,正弦波
25,398100,60462.25859,0.031052692,正弦波
25,398100,106053.1424,0.038736762,正弦波
25,398100,193505.2585,0.049132743,正弦波
25,398100,352275.4003,0.06171101,正弦波
25,501180,8925.506713,0.012000749,正弦波
25,501180,9498.934254,0.01234847,正弦波
25,501180,53588.98607,0.024687214,正弦波
25,501180,93708.67012,0.030751089,正弦波
25,501180,302575.7198,0.04879363,正弦波
50,50030,3774.167544,0.04011855,正弦波
50,50020,22183.93094,0.080245441,正弦波
50,50020,63756.36807,0.124464621,正弦波
50,50020,108573.4757,0.157485138,正弦波
50,50020,187124.9647,0.195205726,正弦波
50,63020,888.484173,0.019727147,正弦波
50,63020,1613.769661,0.024776863,正弦波
50,63020,5400.359822,0.039481064,正弦波
50,63020,48999.72917,0.0988654,正弦波
50,63020,84396.55653,0.125805291,正弦波
50,63020,146220.2445,0.156304478,正弦波
50,63030,416513.3759,0.240065762,正弦波
50,79470,1109.975542,0.019595716,正弦波
50,79460,2059.635264,0.024925298,正弦波
50,79470,3812.292937,0.031278142,正弦波
50,79460,6792.580689,0.03907344,正弦波
50,79460,21194.67863,0.062252445,正弦波
50,79460,36608.34041,0.07841181,正弦波
50,79460,64549.52397,0.098383693,正弦波
50,79460,113666.4754,0.125908484,正弦波
50,79460,197525.8888,0.156156627,正弦波
50,79460,329210.9354,0.195809701,正弦波
50,79460,582455.7997,0.242890495,正弦波
50,99950,1449.359729,0.019778307,正弦波
50,99950,2688.848878,0.024740883,正弦波
50,99950,9004.269556,0.039455153,正弦波
50,99950,49400.29542,0.078184338,正弦波
50,99950,153289.972,0.123857734,正弦波
50,99950,257192.9198,0.154902479,正弦波
50,99950,465164.911,0.195032024,正弦波
50,99950,770199.4405,0.24180261,正弦波
50,125870,1954.532061,0.019614749,正弦波
50,125860,6524.559688,0.031101622,正弦波
50,125860,11827.22206,0.039146752,正弦波
50,125860,20739.60536,0.049229363,正弦波
50,125860,37278.15103,0.061857103,正弦波
50,125850,67761.03558,0.078605434,正弦波
50,125860,121942.0472,0.09861858,正弦波
50,125860,203115.9355,0.122509083,正弦波
50,125850,369071.8083,0.155412888,正弦波
50,158500,1107.373184,0.014227985,正弦波
50,158500,1430.276891,0.015523274,正弦波
50,158510,2632.314027,0.019526638,正弦波
50,158500,8908.476494,0.031004727,正弦波
50,158500,16061.04829,0.038984028,正弦波
50,158500,166517.9997,0.097694931,正弦波
50,158500,301780.0383,0.124023249,正弦波
50,158500,514213.1637,0.154408654,正弦波
50,199500,973.1268126,0.011633936,正弦波
50,199510,1171.120596,0.012347944,正弦波
50,199500,2072.058636,0.015456348,正弦波
50,199500,3893.216428,0.019670531,正弦波
50,199500,12559.13788,0.030857036,正弦波
50,199500,42024.19603,0.049502457,正弦波
50,199500,78572.07043,0.062212458,正弦波
50,199500,135577.0677,0.077431455,正弦波
50,199500,436025.7215,0.123768556,正弦波
50,251170,3329.363942,0.015618131,正弦波
50,251170,5857.913442,0.019492051,正弦波
50,251170,10479.77432,0.024490613,正弦波
50,251170,19148.30164,0.030977403,正弦波
50,251170,35271.49726,0.039165946,正弦波
50,251170,113402.2414,0.061361607,正弦波
50,251170,205703.9988,0.077964823,正弦波
50,251170,368999.0862,0.097433843,正弦波
50,316230,2984.941474,0.012052599,正弦波
50,316230,3196.941894,0.012406871,正弦波
50,316230,5469.846727,0.015521468,正弦波
50,316230,9422.424156,0.019336103,正弦波
50,316230,17032.7892,0.024579926,正弦波
50,316230,31083.56722,0.031128763,正弦波
50,316230,96732.98674,0.048519756,正弦波
50,316230,319392.5586,0.077310377,正弦波
50,398100,5547.911381,0.012174633,正弦波
50,398100,5760.081969,0.012370367,正弦波
50,398100,9678.408855,0.01548795,正弦波
50,398100,16757.80872,0.019462863,正弦波
50,398100,29671.92076,0.024789912,正弦波
50,398100,90989.7784,0.038807892,正弦波
50,398100,163752.0384,0.049140931,正弦波
50,501180,10658.89958,0.012157729,正弦波
50,501180,11012.10022,0.012347625,正弦波
50,501180,18257.34046,0.015458445,正弦波
50,501180,31621.1192,0.019718914,正弦波
50,501180,53770.25328,0.024611907,正弦波
50,501180,89963.13889,0.030858376,正弦波
50,501180,156187.4485,0.03896604,正弦波
70,50020,1107.609128,0.030956769,正弦波
70,50020,2059.724038,0.039628722,正弦波
70,50020,3716.673806,0.049773945,正弦波
70,50020,6591.039073,0.061706044,正弦波
70,50020,12531.57447,0.079118909,正弦波
70,50020,22766.08277,0.098303626,正弦波
70,50020,41317.84009,0.123762663,正弦波
70,50020,77510.69317,0.15441857,正弦波
70,63020,826.6104883,0.024472315,正弦波
70,63020,2870.887354,0.039009722,正弦波
70,63020,5098.942799,0.049288261,正弦波
70,63020,9314.062583,0.062442078,正弦波
70,63020,30539.60962,0.097606102,正弦波
70,63020,56553.77309,0.124369187,正弦波
70,63020,109007.1796,0.155798062,正弦波
70,79470,603.8246172,0.019448192,正弦波
70,79460,1112.815306,0.024795431,正弦波
70,79460,2024.919616,0.030989134,正弦波
70,79460,3678.700331,0.038942382,正弦波
70,79460,6774.363311,0.049605114,正弦波
70,79460,11870.46425,0.061844263,正弦波
70,79460,21596.21628,0.077758818,正弦波
70,79460,40589.75978,0.09733199,正弦波
70,79470,146580.5302,0.155047187,正弦波
70,79460,482619.61,0.241360049,正弦波
70,99950,466.5996296,0.01564148,正弦波
70,99950,2674.931743,0.030818682,正弦波
70,99950,4973.731255,0.03916347,正弦波
70,99950,8854.433309,0.049037033,正弦波
70,99950,29761.18616,0.077807684,正弦波
70,99950,57345.63875,0.098220237,正弦波
70,99950,107839.5756,0.124200992,正弦波
70,99950,194383.5983,0.152523573,正弦波
70,99950,371763.451,0.196342716,正弦波
70,125850,1170.49794,0.019503795,正弦波
70,125850,3825.551201,0.031080368,正弦波
70,125860,6812.387537,0.038944254,正弦波
70,125860,12328.87209,0.048743085,正弦波
70,125860,22497.26788,0.061645041,正弦波
70,125860,43359.72613,0.078030311,正弦波
70,125850,82949.02401,0.098528407,正弦波
70,125860,518277.5983,0.191423433,正弦波
70,158500,819.0847142,0.014495782,正弦波
70,158500,1016.054578,0.015500782,正弦波
70,158500,3173.867056,0.024717888,正弦波
70,158500,10178.68949,0.038832218,正弦波
70,158500,18671.05005,0.049093498,正弦波
70,158500,223884.3837,0.123396531,正弦波
70,158510,416075.229,0.153307371,正弦波
70,199500,845.8285981,0.011786872,正弦波
70,199500,965.2651375,0.012293926,正弦波
70,199500,1653.517927,0.015431158,正弦波
70,199500,2984.15003,0.019626756,正弦波
70,199500,5178.03401,0.024577124,正弦波
70,199500,8992.402185,0.030781407,正弦波
70,199500,30143.13651,0.049308286,正弦波
70,199500,55545.23637,0.061993122,正弦波
70,199500,99419.006,0.0770087,正弦波
70,199500,185886.9937,0.097961015,正弦波
70,199500,341702.8051,0.122050942,正弦波
70,251170,1840.88597,0.012370378,正弦波
70,251170,3113.265553,0.015552327,正弦波
70,251170,9006.309888,0.024471244,正弦波
70,251170,51496.48439,0.049239416,正弦波
70,251170,161416.0037,0.07732854,正弦波
70,316230,3366.422404,0.012068099,正弦波
70,316230,16650.28284,0.024571795,正弦波
70,316230,28387.61756,0.031139111,正弦波
70,316230,84923.8096,0.048809478,正弦波
70,316230,149556.5519,0.061635223,正弦波
70,398100,6506.290128,0.01215231,正弦波
70,398100,6755.834073,0.012357047,正弦波
70,398100,10893.46835,0.015451586,正弦波
70,398100,18264.23487,0.019600612,正弦波
70,398100,30356.10237,0.024715136,正弦波
70,398100,51244.91784,0.03110521,正弦波
70,398100,84976.52567,0.038733361,正弦波
70,398100,254827.3193,0.061614091,正弦波
70,501180,11869.47753,0.012135996,正弦波
70,501180,12209.86289,0.01228793,正弦波
70,501180,32939.63111,0.019649573,正弦波
70,501180,54320.82075,0.024673092,正弦波
70,501180,87163.9296,0.030714156,正弦波
70,501180,254041.3181,0.049018804,正弦波
90,50030,1338.163812,0.038973024,正弦波
90,50020,2450.09456,0.049036251,正弦波
90,50020,9252.792695,0.078661421,正弦波
90,50020,36961.62538,0.123813561,正弦波
90,50020,148841.8019,0.19837167,正弦波
90,50020,265031.4113,0.242623989,正弦波
90,63020,580.6919898,0.024396463,正弦波
90,63020,1050.410214,0.030967304,正弦波
90,63020,12694.47239,0.077143254,正弦波
90,63020,51020.49445,0.121973865,正弦波
90,63020,105319.2465,0.157564997,正弦波
90,63030,201898.0271,0.194593905,正弦波
90,63020,357736.455,0.246783906,正弦波
90,79470,415.6131139,0.018998638,正弦波
90,79470,743.7463851,0.024469618,正弦波
90,79460,1417.985444,0.030762607,正弦波
90,79460,2584.885234,0.038916942,正弦波
90,79460,8767.747571,0.061876461,正弦波
90,79460,17141.08403,0.077179335,正弦波
90,79460,34018.45563,0.097598547,正弦波
90,79460,70981.59301,0.122804962,正弦波
90,99950,616.5615259,0.019553391,正弦波
90,99950,1109.079282,0.024511877,正弦波
90,99950,1962.9699,0.030696836,正弦波
90,99950,3656.313807,0.039102475,正弦波
90,99950,6408.739313,0.048826172,正弦波
90,99950,12094.09514,0.06136711,正弦波
90,99950,24089.9339,0.077092502,正弦波
90,99950,48650.94962,0.097928828,正弦波
90,99950,100506.4583,0.122744381,正弦波
90,99950,377678.9606,0.193578617,正弦波
90,99950,663683.0988,0.240714888,正弦波
90,125860,712.2835654,0.017342239,正弦波
90,125860,997.3749975,0.019483096,正弦波
90,125850,3081.944275,0.031119149,正弦波
90,125860,5316.957519,0.038659996,正弦波
90,125850,9430.831311,0.048559352,正弦波
90,125850,18547.91413,0.061569648,正弦波
90,125860,36896.2378,0.078047864,正弦波
90,125850,74065.79679,0.097652673,正弦波
90,125860,139851.241,0.121920363,正弦波
90,125860,281511.9266,0.15407658,正弦波
90,125850,518436.7953,0.192040934,正弦波
90,158500,1010.813072,0.015452505,正弦波
90,158500,1699.527739,0.019414364,正弦波
90,158510,5073.617146,0.030973505,正弦波
90,158500,8993.586829,0.038974449,正弦波
90,158500,30239.75548,0.061951881,正弦波
90,158500,60381.065,0.077945687,正弦波
90,158500,109805.4948,0.096790655,正弦波
90,158500,218571.6566,0.12289128,正弦波
90,158500,408977.4519,0.153629136,正弦波
90,199500,1152.814148,0.012314231,正弦波
90,199500,3227.478987,0.019609266,正弦波
90,199500,5274.852297,0.024549434,正弦波
90,199500,27979.59227,0.049400592,正弦波
90,199500,94737.13736,0.077190095,正弦波
90,199500,180142.0261,0.097558645,正弦波
90,199510,335660.579,0.122577291,正弦波
90,251170,2005.679819,0.01173585,正弦波
90,251170,2249.995515,0.012382114,正弦波
90,251170,5968.936122,0.019565606,正弦波
90,251170,9686.389671,0.024464379,正弦波
90,251170,16400.899,0.030912443,正弦波
90,251170,28529.01991,0.03916117,正弦波
90,251170,86301.61392,0.060942049,正弦波
90,251170,162505.6689,0.078224006,正弦波
90,316230,4166.802674,0.012391663,正弦波
90,316230,10690.36702,0.019407328,正弦波
90,316230,17732.53107,0.024548374,正弦波
90,316230,85729.36857,0.048631548,正弦波
90,316230,149814.6126,0.061795559,正弦波
90,316230,267120.5983,0.077142678,正弦波
90,398100,7010.413699,0.011980154,正弦波
90,398100,11909.25694,0.015490917,正弦波
90,398100,32052.91973,0.024807341,正弦波
90,398100,53300.57798,0.031127146,正弦波
90,398100,86906.54055,0.038860832,正弦波
90,398100,148386.2263,0.048998695,正弦波
90,398100,255726.2607,0.061764918,正弦波
90,501180,13194.37875,0.012322333,正弦波
90,501180,21247.21783,0.01553397,正弦波
90,501180,34708.13737,0.019723772,正弦波
90,501180,55993.35379,0.024583357,正弦波
90,501180,90330.0276,0.030926676,正弦波
